Order,Item,Container,Position,Rotation
3342,1,5,"(0, 0, 0)",False
3342,2,3,"(0, 0, 0)",False
3342,3,3,"(0, 0, 0)",False
3343,1,3,"(0, 0, 0)",False
3343,2,1,"(0, 0, 0)",False
3343,3,2,"(0, 0, 0)",False
3344,1,7,"(0, 0, 0)",False
3344,2,5,"(0, 0, 0)",False
3344,3,1,"(0, 0, 0)",False
3344,4,0,"(0, 0, 0)",False
3345,1,4,"(0, 0, 0)",False
3345,2,5,"(0, 0, 0)",False
3345,3,6,"(0, 0, 0)",False
3346,1,0,"(0, 0, 0)",False
3346,2,7,"(0, 0, 0)",False
3346,3,0,"(0, 0, 0)",False
3347,1,3,"(0, 0, 0)",False
3347,2,6,"(0, 0, 0)",False
3347,3,2,"(0, 0, 0)",False
3347,4,6,"(0, 0, 0)",False
3347,5,7,"(0, 0, 0)",False
3348,1,5,"(0, 0, 0)",False
3348,2,0,"(0, 0, 0)",False
3349,1,7,"(0, 0, 0)",False
3349,2,7,"(0, 0, 0)",False
3349,3,0,"(0, 0, 0)",False
3350,1,3,"(0, 0, 0)",False
3350,2,2,"(0, 0, 0)",False
3351,1,3,"(0, 0, 0)",False
3351,2,6,"(0, 0, 0)",False
3352,1,1,"(0, 0, 0)",False
3352,2,3,"(0, 0, 0)",False
3352,3,1,"(0, 0, 0)",False
3353,1,6,"(0, 0, 0)",False
3353,2,6,"(0, 0, 0)",False
3353,3,3,"(0, 0, 0)",False
3354,1,5,"(0, 0, 0)",False
3354,2,6,"(0, 0, 0)",False
3354,3,4,"(0, 0, 0)",False
3354,4,7,"(0, 0, 0)",False
3355,1,1,"(0, 0, 0)",False
3355,2,6,"(0, 0, 0)",False
3355,3,1,"(0, 0, 0)",False
3355,4,1,"(0, 0, 0)",False
3356,1,4,"(0, 0, 0)",False
3356,2,2,"(0, 0, 0)",False
3357,1,1,"(0, 0, 0)",False
3357,2,0,"(0, 0, 0)",False
3358,1,1,"(0, 0, 0)",False
3358,2,5,"(0, 0, 0)",False
3358,3,3,"(0, 0, 0)",False
3358,4,0,"(0, 0, 0)",False
3359,1,4,"(0, 0, 0)",False
3359,2,6,"(0, 0, 0)",False
3359,3,0,"(0, 0, 0)",False
3360,1,3,"(0, 0, 0)",False
3360,2,7,"(0, 0, 0)",False
3361,1,3,"(0, 0, 0)",False
3361,2,5,"(0, 0, 0)",False
3362,1,4,"(0, 0, 0)",False
3362,2,4,"(0, 0, 0)",False
3362,3,7,"(0, 0, 0)",False
3362,4,7,"(0, 0, 0)",False
3363,1,5,"(0, 0, 0)",False
3363,2,5,"(0, 0, 0)",False
3363,3,7,"(0, 0, 0)",False
3364,1,0,"(0, 0, 0)",False
3364,2,2,"(0, 0, 0)",False
3364,3,6,"(0, 0, 0)",False
3364,4,4,"(0, 0, 0)",False
3364,5,6,"(0, 0, 0)",False
3364,6,5,"(0, 0, 0)",False
3365,1,5,"(0, 0, 0)",False
3365,2,7,"(0, 0, 0)",False
3365,3,6,"(0, 0, 0)",False
3365,4,7,"(0, 0, 0)",False
3366,1,2,"(0, 0, 0)",False
3366,2,3,"(0, 0, 0)",False
3366,3,5,"(0, 0, 0)",False
3366,4,7,"(0, 0, 0)",False
3367,1,6,"(0, 0, 0)",False
3367,2,5,"(0, 0, 0)",False
3367,3,6,"(0, 0, 0)",False
3367,4,6,"(0, 0, 0)",False
3368,1,7,"(0, 0, 0)",False
3368,2,0,"(0, 0, 0)",False
3368,3,5,"(0, 0, 0)",False
3368,4,2,"(0, 0, 0)",False
3369,1,7,"(0, 0, 0)",False
3369,2,2,"(0, 0, 0)",False
3369,3,5,"(0, 0, 0)",False
3369,4,4,"(0, 0, 0)",False
3370,1,7,"(0, 0, 0)",False
3370,2,3,"(0, 0, 0)",False
3371,1,7,"(0, 0, 0)",False
3371,2,5,"(0, 0, 0)",False
3371,3,3,"(0, 0, 0)",False
3371,4,0,"(0, 0, 0)",False
3371,5,6,"(0, 0, 0)",False
3372,1,4,"(0, 0, 0)",False
3372,2,0,"(0, 0, 0)",False
3372,3,4,"(0, 0, 0)",False
3372,4,7,"(0, 0, 0)",False
3372,5,4,"(0, 0, 0)",False
3372,6,6,"(0, 0, 0)",False
3373,1,3,"(0, 0, 0)",False
3373,2,3,"(0, 0, 0)",False
3373,3,7,"(0, 0, 0)",False
3373,4,1,"(0, 0, 0)",False
3374,1,2,"(0, 0, 0)",False
3374,2,2,"(0, 0, 0)",False
3374,3,3,"(0, 0, 0)",False
3374,4,6,"(0, 0, 0)",False
3375,1,1,"(0, 0, 0)",False
3375,2,0,"(0, 0, 0)",False
3375,3,2,"(0, 0, 0)",False
3375,4,1,"(0, 0, 0)",False
3376,1,3,"(0, 0, 0)",False
3376,2,0,"(0, 0, 0)",False
3376,3,4,"(0, 0, 0)",False
3376,4,4,"(0, 0, 0)",False
3377,1,6,"(0, 0, 0)",False
3377,2,6,"(0, 0, 0)",False
3377,3,0,"(0, 0, 0)",False
3378,1,3,"(0, 0, 0)",False
3378,2,2,"(0, 0, 0)",False
3379,1,4,"(0, 0, 0)",False
3379,2,3,"(0, 0, 0)",False
3380,1,7,"(0, 0, 0)",False
3380,2,1,"(0, 0, 0)",False
3381,1,3,"(0, 0, 0)",False
3381,2,6,"(0, 0, 0)",False
3382,1,5,"(0, 0, 0)",False
3382,2,0,"(0, 0, 0)",False
3383,1,2,"(0, 0, 0)",False
3383,2,2,"(0, 0, 0)",False
3383,3,2,"(0, 0, 0)",False
3384,1,7,"(0, 0, 0)",False
3384,2,3,"(0, 0, 0)",False
3385,1,2,"(0, 0, 0)",False
3385,2,1,"(0, 0, 0)",False
3385,3,7,"(0, 0, 0)",False
3386,1,3,"(0, 0, 0)",False
3386,2,3,"(0, 0, 0)",False
3387,1,5,"(0, 0, 0)",False
3387,2,4,"(0, 0, 0)",False
3387,3,2,"(0, 0, 0)",False
3388,1,7,"(0, 0, 0)",False
3388,2,3,"(0, 0, 0)",False
3388,3,6,"(0, 0, 0)",False
3389,1,2,"(0, 0, 0)",False
3389,2,7,"(0, 0, 0)",False
3390,1,6,"(0, 0, 0)",False
3390,2,0,"(0, 0, 0)",False
3390,3,3,"(0, 0, 0)",False
3391,1,3,"(0, 0, 0)",False
3391,2,4,"(0, 0, 0)",False
3392,1,3,"(0, 0, 0)",False
3392,2,1,"(0, 0, 0)",False
3393,1,0,"(0, 0, 0)",False
3393,2,5,"(0, 0, 0)",False
3394,1,4,"(0, 0, 0)",False
3394,2,7,"(0, 0, 0)",False
3394,3,2,"(0, 0, 0)",False
3394,4,4,"(0, 0, 0)",False
3394,5,6,"(0, 0, 0)",False
3395,1,0,"(0, 0, 0)",False
3395,2,2,"(0, 0, 0)",False
3396,1,0,"(0, 0, 0)",False
3396,2,7,"(0, 0, 0)",False
3397,1,7,"(0, 0, 0)",False
3397,2,1,"(0, 0, 0)",False
3398,1,7,"(0, 0, 0)",False
3398,2,2,"(0, 0, 0)",False
3399,1,7,"(0, 0, 0)",False
3399,2,6,"(0, 0, 0)",False
3399,3,6,"(0, 0, 0)",False
3400,1,0,"(0, 0, 0)",False
3400,2,2,"(0, 0, 0)",False
3401,1,7,"(0, 0, 0)",False
3401,2,6,"(0, 0, 0)",False
3401,3,7,"(0, 0, 0)",False
3401,4,2,"(0, 0, 0)",False
3402,1,1,"(0, 0, 0)",False
3402,2,4,"(0, 0, 0)",False
3403,1,5,"(0, 0, 0)",False
3403,2,7,"(0, 0, 0)",False
3404,1,6,"(0, 0, 0)",False
3404,2,3,"(0, 0, 0)",False
3405,1,4,"(0, 0, 0)",False
3405,2,2,"(0, 0, 0)",False
3406,1,3,"(0, 0, 0)",False
3406,2,3,"(0, 0, 0)",False
3406,3,7,"(0, 0, 0)",False
3407,1,2,"(0, 0, 0)",False
3407,2,6,"(0, 0, 0)",False
3408,1,5,"(0, 0, 0)",False
3408,2,4,"(0, 0, 0)",False
3408,3,0,"(0, 0, 0)",False
3409,1,5,"(0, 0, 0)",False
3409,2,4,"(0, 0, 0)",False
3410,1,5,"(0, 0, 0)",False
3410,2,2,"(0, 0, 0)",False
3410,3,4,"(0, 0, 0)",False
3410,4,5,"(0, 0, 0)",False
3410,5,5,"(0, 0, 0)",False
3410,6,0,"(0, 0, 0)",False
3410,7,1,"(0, 0, 0)",False
3410,8,2,"(0, 0, 0)",False
3411,1,1,"(0, 0, 0)",False
3411,2,0,"(0, 0, 0)",False
3412,1,2,"(0, 0, 0)",False
3412,2,3,"(0, 0, 0)",False
3412,3,2,"(0, 0, 0)",False
3412,4,3,"(0, 0, 0)",False
3412,5,7,"(0, 0, 0)",False
3413,1,3,"(0, 0, 0)",False
3413,2,5,"(0, 0, 0)",False
3414,1,0,"(0, 0, 0)",False
3414,2,1,"(0, 0, 0)",False
3415,1,7,"(0, 0, 0)",False
3415,2,0,"(0, 0, 0)",False
3415,3,2,"(0, 0, 0)",False
3415,4,4,"(0, 0, 0)",False
3415,5,3,"(0, 0, 0)",False
3415,6,3,"(0, 0, 0)",False
3416,1,6,"(0, 0, 0)",False
3416,2,4,"(0, 0, 0)",False
3416,3,5,"(0, 0, 0)",False
3417,1,5,"(0, 0, 0)",False
3417,2,0,"(0, 0, 0)",False
3417,3,3,"(0, 0, 0)",False
3417,4,1,"(0, 0, 0)",False
3417,5,4,"(0, 0, 0)",False
3418,1,5,"(0, 0, 0)",False
3418,2,4,"(0, 0, 0)",False
3419,1,6,"(0, 0, 0)",False
3419,2,2,"(0, 0, 0)",False
3420,1,2,"(0, 0, 0)",False
3420,2,2,"(0, 0, 0)",False
3420,3,1,"(0, 0, 0)",False
3421,1,3,"(0, 0, 0)",False
3421,2,5,"(0, 0, 0)",False
3421,3,6,"(0, 0, 0)",False
3422,1,7,"(0, 0, 0)",False
3422,2,5,"(0, 0, 0)",False
3423,1,6,"(0, 0, 0)",False
3423,2,7,"(0, 0, 0)",False
3423,3,2,"(0, 0, 0)",False
3424,1,7,"(0, 0, 0)",False
3424,2,1,"(0, 0, 0)",False
3424,3,5,"(0, 0, 0)",False
3425,1,5,"(0, 0, 0)",False
3425,2,1,"(0, 0, 0)",False
3425,3,2,"(0, 0, 0)",False
3426,1,5,"(0, 0, 0)",False
3426,2,0,"(0, 0, 0)",False
3426,3,5,"(0, 0, 0)",False
3427,1,3,"(0, 0, 0)",False
3427,2,5,"(0, 0, 0)",False
3428,1,7,"(0, 0, 0)",False
3428,2,3,"(0, 0, 0)",False
3428,3,1,"(0, 0, 0)",False
3429,1,3,"(0, 0, 0)",False
3429,2,4,"(0, 0, 0)",False
3430,1,3,"(0, 0, 0)",False
3430,2,6,"(0, 0, 0)",False
3430,3,4,"(0, 0, 0)",False
3430,4,3,"(0, 0, 0)",False
3430,5,2,"(0, 0, 0)",False
3430,6,6,"(0, 0, 0)",False
3431,1,1,"(0, 0, 0)",False
3431,2,1,"(0, 0, 0)",False
3431,3,2,"(0, 0, 0)",False
3432,1,7,"(0, 0, 0)",False
3432,2,5,"(0, 0, 0)",False
3433,1,7,"(0, 0, 0)",False
3433,2,6,"(0, 0, 0)",False
3434,1,0,"(0, 0, 0)",False
3434,2,4,"(0, 0, 0)",False
3434,3,2,"(0, 0, 0)",False
3435,1,0,"(0, 0, 0)",False
3435,2,1,"(0, 0, 0)",False
3435,3,6,"(0, 0, 0)",False
3435,4,6,"(0, 0, 0)",False
3436,1,4,"(0, 0, 0)",False
3436,2,6,"(0, 0, 0)",False
3437,1,0,"(0, 0, 0)",False
3437,2,4,"(0, 0, 0)",False
3438,1,4,"(0, 0, 0)",False
3438,2,7,"(0, 0, 0)",False
3439,1,0,"(0, 0, 0)",False
3439,2,7,"(0, 0, 0)",False
3439,3,2,"(0, 0, 0)",False
3440,1,1,"(0, 0, 0)",False
3440,2,7,"(0, 0, 0)",False
3441,1,2,"(0, 0, 0)",False
3441,2,3,"(0, 0, 0)",False
3441,3,7,"(0, 0, 0)",False
3442,1,7,"(0, 0, 0)",False
3442,2,1,"(0, 0, 0)",False
3443,1,5,"(0, 0, 0)",False
3443,2,3,"(0, 0, 0)",False
3444,1,2,"(0, 0, 0)",False
3444,2,4,"(0, 0, 0)",False
3445,1,4,"(0, 0, 0)",False
3445,2,0,"(0, 0, 0)",False
3445,3,2,"(0, 0, 0)",False
3446,1,5,"(0, 0, 0)",False
3446,2,5,"(0, 0, 0)",False
3447,1,3,"(0, 0, 0)",False
3447,2,3,"(0, 0, 0)",False
3447,3,5,"(0, 0, 0)",False
3447,4,7,"(0, 0, 0)",False
3448,1,2,"(0, 0, 0)",False
3448,2,2,"(0, 0, 0)",False
3449,1,7,"(0, 0, 0)",False
3449,2,4,"(0, 0, 0)",False
3450,1,4,"(0, 0, 0)",False
3450,2,0,"(0, 0, 0)",False
3451,1,1,"(0, 0, 0)",False
3451,2,3,"(0, 0, 0)",False
3452,1,6,"(0, 0, 0)",False
3452,2,4,"(0, 0, 0)",False
3453,1,4,"(0, 0, 0)",False
3453,2,7,"(0, 0, 0)",False
3454,1,0,"(0, 0, 0)",False
3454,2,6,"(0, 0, 0)",False
3454,3,7,"(0, 0, 0)",False
3454,4,3,"(0, 0, 0)",False
3454,5,3,"(0, 0, 0)",False
3454,6,6,"(0, 0, 0)",False
3454,7,3,"(0, 0, 0)",False
3455,1,7,"(0, 0, 0)",False
3455,2,6,"(0, 0, 0)",False
3456,1,5,"(0, 0, 0)",False
3456,2,5,"(0, 0, 0)",False
3456,3,7,"(0, 0, 0)",False
3457,1,4,"(0, 0, 0)",False
3457,2,4,"(0, 0, 0)",False
3457,3,3,"(0, 0, 0)",False
3458,1,6,"(0, 0, 0)",False
3458,2,7,"(0, 0, 0)",False
3458,3,4,"(0, 0, 0)",False
3458,4,4,"(0, 0, 0)",False
3459,1,5,"(0, 0, 0)",False
3459,2,1,"(0, 0, 0)",False
3459,3,3,"(0, 0, 0)",False
3460,1,5,"(0, 0, 0)",False
3460,2,1,"(0, 0, 0)",False
3461,1,3,"(0, 0, 0)",False
3461,2,0,"(0, 0, 0)",False
3461,3,6,"(0, 0, 0)",False
3462,1,1,"(0, 0, 0)",False
3462,2,5,"(0, 0, 0)",False
3462,3,5,"(0, 0, 0)",False
3463,1,7,"(0, 0, 0)",False
3463,2,6,"(0, 0, 0)",False
3464,1,2,"(0, 0, 0)",False
3464,2,6,"(0, 0, 0)",False
3465,1,0,"(0, 0, 0)",False
3465,2,6,"(0, 0, 0)",False
3466,1,0,"(0, 0, 0)",False
3466,2,3,"(0, 0, 0)",False
3467,1,7,"(0, 0, 0)",False
3467,2,0,"(0, 0, 0)",False
3468,1,2,"(0, 0, 0)",False
3468,2,0,"(0, 0, 0)",False
3469,1,1,"(0, 0, 0)",False
3469,2,4,"(0, 0, 0)",False
3469,3,5,"(0, 0, 0)",False
3470,1,7,"(0, 0, 0)",False
3470,2,7,"(0, 0, 0)",False
3470,3,0,"(0, 0, 0)",False
3471,1,4,"(0, 0, 0)",False
3471,2,0,"(0, 0, 0)",False
3472,1,7,"(0, 0, 0)",False
3472,2,6,"(0, 0, 0)",False
3472,3,4,"(0, 0, 0)",False
3473,1,4,"(0, 0, 0)",False
3473,2,0,"(0, 0, 0)",False
3473,3,4,"(0, 0, 0)",False
3474,1,2,"(0, 0, 0)",False
3474,2,1,"(0, 0, 0)",False
3475,1,2,"(0, 0, 0)",False
3475,2,7,"(0, 0, 0)",False
3476,1,5,"(0, 0, 0)",False
3476,2,3,"(0, 0, 0)",False
3476,3,5,"(0, 0, 0)",False
3477,1,6,"(0, 0, 0)",False
3477,2,2,"(0, 0, 0)",False
3478,1,2,"(0, 0, 0)",False
3478,2,4,"(0, 0, 0)",False
3479,1,1,"(0, 0, 0)",False
3479,2,1,"(0, 0, 0)",False
3479,3,5,"(0, 0, 0)",False
3480,1,1,"(0, 0, 0)",False
3480,2,2,"(0, 0, 0)",False
3481,1,1,"(0, 0, 0)",False
3481,2,4,"(0, 0, 0)",False
3481,3,5,"(0, 0, 0)",False
3481,4,3,"(0, 0, 0)",False
3481,5,7,"(0, 0, 0)",False
3482,1,3,"(0, 0, 0)",False
3482,2,2,"(0, 0, 0)",False
3482,3,6,"(0, 0, 0)",False
3483,1,6,"(0, 0, 0)",False
3483,2,5,"(0, 0, 0)",False
3483,3,6,"(0, 0, 0)",False
3484,1,3,"(0, 0, 0)",False
3484,2,3,"(0, 0, 0)",False
3484,3,1,"(0, 0, 0)",False
3485,1,0,"(0, 0, 0)",False
3485,2,6,"(0, 0, 0)",False
3485,3,6,"(0, 0, 0)",False
3485,4,5,"(0, 0, 0)",False
3486,1,5,"(0, 0, 0)",False
3486,2,0,"(0, 0, 0)",False
3486,3,7,"(0, 0, 0)",False
3487,1,4,"(0, 0, 0)",False
3487,2,1,"(0, 0, 0)",False
3488,1,3,"(0, 0, 0)",False
3488,2,3,"(0, 0, 0)",False
3489,1,2,"(0, 0, 0)",False
3489,2,2,"(0, 0, 0)",False
3490,1,1,"(0, 0, 0)",False
3490,2,2,"(0, 0, 0)",False
3491,1,4,"(0, 0, 0)",False
3491,2,6,"(0, 0, 0)",False
3491,3,5,"(0, 0, 0)",False
3492,1,7,"(0, 0, 0)",False
3492,2,0,"(0, 0, 0)",False
3493,1,6,"(0, 0, 0)",False
3493,2,4,"(0, 0, 0)",False
3494,1,5,"(0, 0, 0)",False
3494,2,1,"(0, 0, 0)",False
3494,3,6,"(0, 0, 0)",False
3494,4,6,"(0, 0, 0)",False
3495,1,2,"(0, 0, 0)",False
3495,2,0,"(0, 0, 0)",False
3496,1,5,"(0, 0, 0)",False
3496,2,2,"(0, 0, 0)",False
3497,1,7,"(0, 0, 0)",False
3497,2,0,"(0, 0, 0)",False
3497,3,5,"(0, 0, 0)",False
3497,4,7,"(0, 0, 0)",False
3497,5,0,"(0, 0, 0)",False
3498,1,1,"(0, 0, 0)",False
3498,2,5,"(0, 0, 0)",False
3499,1,0,"(0, 0, 0)",False
3499,2,1,"(0, 0, 0)",False
3500,1,0,"(0, 0, 0)",False
3500,2,4,"(0, 0, 0)",False
3501,1,4,"(0, 0, 0)",False
3501,2,0,"(0, 0, 0)",False
3501,3,1,"(0, 0, 0)",False
3502,1,1,"(0, 0, 0)",False
3502,2,6,"(0, 0, 0)",False
3503,1,7,"(0, 0, 0)",False
3503,2,2,"(0, 0, 0)",False
3504,1,2,"(0, 0, 0)",False
3504,2,2,"(0, 0, 0)",False
3505,1,4,"(0, 0, 0)",False
3505,2,2,"(0, 0, 0)",False
3506,1,3,"(0, 0, 0)",False
3506,2,7,"(0, 0, 0)",False
3506,3,7,"(0, 0, 0)",False
3507,1,6,"(0, 0, 0)",False
3507,2,5,"(0, 0, 0)",False
3508,1,6,"(0, 0, 0)",False
3508,2,3,"(0, 0, 0)",False
3509,1,7,"(0, 0, 0)",False
3509,2,2,"(0, 0, 0)",False
3509,3,1,"(0, 0, 0)",False
3510,1,7,"(0, 0, 0)",False
3510,2,1,"(0, 0, 0)",False
3510,3,2,"(0, 0, 0)",False
3510,4,0,"(0, 0, 0)",False
3510,5,0,"(0, 0, 0)",False
3510,6,2,"(0, 0, 0)",False
3511,1,1,"(0, 0, 0)",False
3511,2,1,"(0, 0, 0)",False
3511,3,5,"(0, 0, 0)",False
3512,1,4,"(0, 0, 0)",False
3512,2,0,"(0, 0, 0)",False
3512,3,5,"(0, 0, 0)",False
3513,1,4,"(0, 0, 0)",False
3513,2,6,"(0, 0, 0)",False
3513,3,1,"(0, 0, 0)",False
3514,1,5,"(0, 0, 0)",False
3514,2,2,"(0, 0, 0)",False
3514,3,2,"(0, 0, 0)",False
3515,1,4,"(0, 0, 0)",False
3515,2,7,"(0, 0, 0)",False
3515,3,3,"(0, 0, 0)",False
3516,1,2,"(0, 0, 0)",False
3516,2,1,"(0, 0, 0)",False
3516,3,7,"(0, 0, 0)",False
3517,1,6,"(0, 0, 0)",False
3517,2,3,"(0, 0, 0)",False
3517,3,3,"(0, 0, 0)",False
3518,1,1,"(0, 0, 0)",False
3518,2,7,"(0, 0, 0)",False
3518,3,1,"(0, 0, 0)",False
3519,1,6,"(0, 0, 0)",False
3519,2,4,"(0, 0, 0)",False
3519,3,1,"(0, 0, 0)",False
3520,1,5,"(0, 0, 0)",False
3520,2,2,"(0, 0, 0)",False
3520,3,5,"(0, 0, 0)",False
3521,1,1,"(0, 0, 0)",False
3521,2,2,"(0, 0, 0)",False
3521,3,5,"(0, 0, 0)",False
3522,1,3,"(0, 0, 0)",False
3522,2,1,"(0, 0, 0)",False
3522,3,7,"(0, 0, 0)",False
3523,1,5,"(0, 0, 0)",False
3523,2,5,"(0, 0, 0)",False
3523,3,1,"(0, 0, 0)",False
3524,1,2,"(0, 0, 0)",False
3524,2,1,"(0, 0, 0)",False
3524,3,2,"(0, 0, 0)",False
3525,1,5,"(0, 0, 0)",False
3525,2,2,"(0, 0, 0)",False
3525,3,2,"(0, 0, 0)",False
3526,1,6,"(0, 0, 0)",False
3526,2,5,"(0, 0, 0)",False
3526,3,4,"(0, 0, 0)",False
3527,1,0,"(0, 0, 0)",False
3527,2,4,"(0, 0, 0)",False
3527,3,2,"(0, 0, 0)",False
3528,1,1,"(0, 0, 0)",False
3528,2,6,"(0, 0, 0)",False
3528,3,3,"(0, 0, 0)",False
3529,1,0,"(0, 0, 0)",False
3529,2,2,"(0, 0, 0)",False
3529,3,6,"(0, 0, 0)",False
3530,1,4,"(0, 0, 0)",False
3530,2,3,"(0, 0, 0)",False
3531,1,6,"(0, 0, 0)",False
3531,2,6,"(0, 0, 0)",False
3531,3,7,"(0, 0, 0)",False
3532,1,5,"(0, 0, 0)",False
3532,2,1,"(0, 0, 0)",False
3532,3,2,"(0, 0, 0)",False
3533,1,7,"(0, 0, 0)",False
3533,2,1,"(0, 0, 0)",False
3533,3,3,"(0, 0, 0)",False
3534,1,5,"(0, 0, 0)",False
3534,2,5,"(0, 0, 0)",False
3534,3,3,"(0, 0, 0)",False
3535,1,0,"(0, 0, 0)",False
3535,2,2,"(0, 0, 0)",False
3535,3,6,"(0, 0, 0)",False
3536,1,6,"(0, 0, 0)",False
3536,2,6,"(0, 0, 0)",False
3536,3,4,"(0, 0, 0)",False
3537,1,1,"(0, 0, 0)",False
3537,2,0,"(0, 0, 0)",False
3537,3,5,"(0, 0, 0)",False
3538,1,5,"(0, 0, 0)",False
3538,2,5,"(0, 0, 0)",False
3538,3,1,"(0, 0, 0)",False
3539,1,5,"(0, 0, 0)",False
3539,2,4,"(0, 0, 0)",False
3540,1,2,"(0, 0, 0)",False
3540,2,4,"(0, 0, 0)",False
3541,1,2,"(0, 0, 0)",False
3541,2,1,"(0, 0, 0)",False
3542,1,7,"(0, 0, 0)",False
3542,2,4,"(0, 0, 0)",False
3542,3,1,"(0, 0, 0)",False
3543,1,7,"(0, 0, 0)",False
3543,2,1,"(0, 0, 0)",False
3543,3,1,"(0, 0, 0)",False
3544,1,1,"(0, 0, 0)",False
3544,2,4,"(0, 0, 0)",False
3544,3,5,"(0, 0, 0)",False
3545,1,2,"(0, 0, 0)",False
3545,2,3,"(0, 0, 0)",False
3546,1,6,"(0, 0, 0)",False
3546,2,2,"(0, 0, 0)",False
3547,1,4,"(0, 0, 0)",False
3547,2,1,"(0, 0, 0)",False
3547,3,4,"(0, 0, 0)",False
3548,1,3,"(0, 0, 0)",False
3548,2,5,"(0, 0, 0)",False
3548,3,6,"(0, 0, 0)",False
3549,1,3,"(0, 0, 0)",False
3549,2,0,"(0, 0, 0)",False
3550,1,3,"(0, 0, 0)",False
3550,2,5,"(0, 0, 0)",False
3550,3,6,"(0, 0, 0)",False
3551,1,5,"(0, 0, 0)",False
3551,2,3,"(0, 0, 0)",False
3551,3,6,"(0, 0, 0)",False
3552,1,0,"(0, 0, 0)",False
3552,2,3,"(0, 0, 0)",False
3552,3,4,"(0, 0, 0)",False
3553,1,5,"(0, 0, 0)",False
3553,2,4,"(0, 0, 0)",False
3553,3,2,"(0, 0, 0)",False
3554,1,6,"(0, 0, 0)",False
3554,2,1,"(0, 0, 0)",False
3554,3,0,"(0, 0, 0)",False
3555,1,7,"(0, 0, 0)",False
3555,2,7,"(0, 0, 0)",False
3555,3,0,"(0, 0, 0)",False
3556,1,7,"(0, 0, 0)",False
3556,2,1,"(0, 0, 0)",False
3556,3,4,"(0, 0, 0)",False
3557,1,6,"(0, 0, 0)",False
3557,2,5,"(0, 0, 0)",False
3557,3,1,"(0, 0, 0)",False
3558,1,6,"(0, 0, 0)",False
3558,2,1,"(0, 0, 0)",False
3558,3,4,"(0, 0, 0)",False
3559,1,1,"(0, 0, 0)",False
3559,2,2,"(0, 0, 0)",False
3559,3,7,"(0, 0, 0)",False
3560,1,0,"(0, 0, 0)",False
3560,2,3,"(0, 0, 0)",False
3561,1,7,"(0, 0, 0)",False
3561,2,7,"(0, 0, 0)",False
3561,3,2,"(0, 0, 0)",False
3562,1,6,"(0, 0, 0)",False
3562,2,6,"(0, 0, 0)",False
3562,3,6,"(0, 0, 0)",False
3563,1,0,"(0, 0, 0)",False
3563,2,3,"(0, 0, 0)",False
3563,3,6,"(0, 0, 0)",False
3564,1,6,"(0, 0, 0)",False
3564,2,5,"(0, 0, 0)",False
3565,1,3,"(0, 0, 0)",False
3565,2,2,"(0, 0, 0)",False
3565,3,1,"(0, 0, 0)",False
3566,1,6,"(0, 0, 0)",False
3566,2,4,"(0, 0, 0)",False
3567,1,0,"(0, 0, 0)",False
3567,2,0,"(0, 0, 0)",False
3568,1,1,"(0, 0, 0)",False
3568,2,1,"(0, 0, 0)",False
3568,3,3,"(0, 0, 0)",False
3569,1,2,"(0, 0, 0)",False
3569,2,4,"(0, 0, 0)",False
3570,1,5,"(0, 0, 0)",False
3570,2,3,"(0, 0, 0)",False
3570,3,0,"(0, 0, 0)",False
3571,1,7,"(0, 0, 0)",False
3571,2,6,"(0, 0, 0)",False
3571,3,7,"(0, 0, 0)",False
3572,1,5,"(0, 0, 0)",False
3572,2,6,"(0, 0, 0)",False
3572,3,0,"(0, 0, 0)",False
3573,1,2,"(0, 0, 0)",False
3573,2,1,"(0, 0, 0)",False
3573,3,2,"(0, 0, 0)",False
3573,4,0,"(0, 0, 0)",False
3573,5,1,"(0, 0, 0)",False
3574,1,5,"(0, 0, 0)",False
3574,2,3,"(0, 0, 0)",False
3575,1,2,"(0, 0, 0)",False
3575,2,4,"(0, 0, 0)",False
3576,1,2,"(0, 0, 0)",False
3576,2,4,"(0, 0, 0)",False
3576,3,2,"(0, 0, 0)",False
3576,4,4,"(0, 0, 0)",False
3577,1,2,"(0, 0, 0)",False
3577,2,4,"(0, 0, 0)",False
3577,3,0,"(0, 0, 0)",False
3578,1,1,"(0, 0, 0)",False
3578,2,5,"(0, 0, 0)",False
3578,3,6,"(0, 0, 0)",False
3578,4,1,"(0, 0, 0)",False
3579,1,2,"(0, 0, 0)",False
3579,2,7,"(0, 0, 0)",False
3580,1,0,"(0, 0, 0)",False
3580,2,3,"(0, 0, 0)",False
3580,3,2,"(0, 0, 0)",False
3581,1,2,"(0, 0, 0)",False
3581,2,7,"(0, 0, 0)",False
3581,3,0,"(0, 0, 0)",False
3581,4,5,"(0, 0, 0)",False
3582,1,5,"(0, 0, 0)",False
3582,2,2,"(0, 0, 0)",False
3582,3,1,"(0, 0, 0)",False
3583,1,2,"(0, 0, 0)",False
3583,2,0,"(0, 0, 0)",False
3584,1,2,"(0, 0, 0)",False
3584,2,6,"(0, 0, 0)",False
3585,1,1,"(0, 0, 0)",False
3585,2,4,"(0, 0, 0)",False
3586,1,0,"(0, 0, 0)",False
3586,2,3,"(0, 0, 0)",False
3586,3,6,"(0, 0, 0)",False
3586,4,7,"(0, 0, 0)",False
3587,1,4,"(0, 0, 0)",False
3587,2,6,"(0, 0, 0)",False
3587,3,0,"(0, 0, 0)",False
